#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2E07B
#Date Time: 2025-12-10 09:10:11.355
#Sample rate: 3.33333e+07Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Falling Level: 1.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 10 mV/div Offset: -2.072 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -1.5 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
0.4998931263521481,2.069881054630305,0.001388373941974538
0.499893156352148,2.067511343461871,0.002413713584873158
0.499893186352148,2.06954252446226,0.0003630342998627613
0.4998932163521481,2.068526933961823,-0.000320525463292213
0.499893246352148,2.067172813294205,0.001046594060524654
0.499893276352148,2.069542524462638,-0.0006623053443066008
0.4998933063521481,2.068188403796561,2.125441794645096e-05
0.4998933363521481,2.06954252446346,0.001046594060158787
0.499893366352148,2.068188403795785,-0.0003205254637056395
0.499893396352148,2.06988105462965,-0.0003205254640332722
0.4998934263521481,2.068526933963313,0.0003630342980679308
0.499893456352148,2.069881054630892,2.125441711275933e-05
0.499893486352148,2.068188403796297,2.125441711275933e-05
0.4998935163521481,2.069542524464129,0.001046594059417106
0.4998935463521481,2.069881054630638,-0.0003205254640332722
0.499893576352148,2.068865464129881,-0.0003205254640332722
0.499893606352148,2.069881054630185,2.125441685662139e-05
0.4998936363521481,2.06852693396314,2.125441711275933e-05
0.499893666352148,2.0695425244638,2.125441709628444e-05
0.499893696352148,2.068526933963043,-0.0003205254638697667
0.4998937263521481,2.070558114963136,0.0003630342979697031
0.4998937563521481,2.068188403796325,2.125441700365203e-05
0.499893786352148,2.070896645131677,-0.0003205254639625545
0.499893816352148,2.068526933964295,0.0003630342977573946
0.4998938463521481,2.069881054629546,-0.0003205254632256917
0.499893876352148,2.067511343461462,0.001046594060506936
0.499893906352148,2.070558114963732,0.0003630342985746114
0.4998939363521481,2.067172813297379,0.0003630342985534738
0.4998939663521481,2.070896645130988,0.0007048141792903419
0.499893996352148,2.067172813294878,0.0003630342983239133
0.499894026352148,2.070219584795858,0.001388373940961799
0.4998940563521481,2.067511343462499,0.001046594060343586
0.499894086352148,2.069542524463821,0.0007048141794600643
0.499894116352148,2.069203994296902,0.001388373941392477
0.4998941463521481,2.068865464129654,0.001046594060250953
0.4998941763521481,2.068865464129416,0.000704814179044151
0.499894206352148,2.068188403795578,-0.0003205254638542242
0.499894236352148,2.0695425244629,0.0003630342977797756
0.4998942663521481,2.067849873628784,0.0007048141794050444
0.499894296352148,2.068526933962458,0.0007048141793719392
0.499894326352148,2.067511343461701,0.0003630342984055106
0.4998943563521481,2.067172813297196,-0.0003205254625046821
0.4998943863521481,2.070558114963519,0.001388373941193535
0.499894416352148,2.066157222793573,2.125441732910884e-05
0.499894446352148,2.070219584795263,0.002071933702585696
0.4998944763521481,2.067849873629878,0.0007048141798420953
0.499894506352148,2.070219584797813,0.001388373941581006
0.499894536352148,2.0681884037963,0.0003630342986826306
0.4998945663521481,2.069881054630021,0.0007048141797163577
0.4998945963521481,2.068865464129394,0.001046594060157077
0.499894626352148,2.068188403795556,2.125441725823562e-05
0.499894656352148,2.071235175297298,0.002755493464453676
0.4998946863521481,2.066834283129735,0.001730153823515501
0.499894716352148,2.070896645131843,0.002755493466148568
0.499894746352148,2.067849873629572,0.001730153823250193
0.499894776352148,2.071573705462995,0.002413713584504183
0.4998948063521481,2.068865464129789,0.003097273347153631
0.499894836352148,2.069203994296709,0.002413713585220996
0.499894866352148,2.069542524463628,0.003439053227904887
0.4998948963521481,2.068865464130792,0.002755493466281456
0.4998949263521481,2.070558114964746,0.002755493466132249
0.499894956352148,2.067849873629393,0.001730153823233407
0.499894986352148,2.070219584795893,0.003097273346187208
0.4998950163521481,2.068865464129654,0.00309727334714244
0.499895046352148,2.068865464129654,0.002413713585210116
0.499895076352148,2.069542524463418,0.001388373942348954
0.4998951063521481,2.068526933962324,0.00138837394263773
0.4998951363521481,2.06818840379546,0.002755493466115463
0.499895166352148,2.06818840379546,0.001730153823216622
0.499895196352148,2.06818840379546,0.002071933703684696
0.4998952263521481,2.06886546412892,0.001730153822546902
0.499895256352148,2.067172813294326,0.0010465940606148
0.499895286352148,2.069542524462381,0.001388373941485421
0.4998953163521481,2.068526933962795,0.001046594061273329
0.4998953463521481,2.068865464129412,0.002071933704050097
0.499895376352148,2.067511343461737,0.002413713585016148
0.499895406352148,2.06886546412847,0.001730153823440898
0.4998954363521481,2.067849873629731,0.001046594060858193
0.499895466352148,2.070896645132004,0.001730153822790606
0.499895496352148,2.067511343463308,0.002413713584722708
0.4998955263521481,2.068865464129166,0.002071933704235517
0.4998955563521481,2.068188403795986,0.002413713584936104
0.499895586352148,2.070896645131339,0.001388373942037485
0.499895616352148,2.06852693396459,0.002071933703402602
0.4998956463521481,2.068865464128708,0.002071933703989171
0.499895676352148,2.066834283127194,0.002071933703989171
0.499895706352148,2.067172813293969,0.001730153823043791
0.4998957363521481,2.068526933962807,0.002755493466029514
0.4998957663521481,2.068865464129226,0.00241371358499128
0.499895796352148,2.066834283127712,0.001730153823058867
0.499895826352148,2.067511343460695,0.002413713584559513
0.4998958563521481,2.06818840379546,0.001046594060880574
0.499895886352148,2.06818840379546,0.001730153822812676
0.499895916352148,2.069542524463076,0.002071933703794114
0.4998959463521481,2.065818692629093,0.001730153822843139
0.4998959763521481,2.070219584797198,0.001730153822920695
0.499896006352148,2.06649575296109,0.002071933703886746
